video_path,class,video_name,authenticity,caption_qwen3
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5260.MOV,Artistic,IMG_5260.MOV,RU,"The Matryoshka doll in the image is a small, green and brown one, likely a part of a family set. It is a small, round, and colorful doll, with a traditional Russian style. The doll is likely part of a larger set, possibly a family set, given its small size and the way it is placed on a white surface. The doll's vibrant colors and traditional design suggest it might be a collectible item or a part of a cultural or historical display."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5266.MOV,Artistic,IMG_5266.MOV,RU,"The Matryoshka doll in the image is a vibrant, multi-colored set of nested dolls, typically found in Russian culture. It features a traditional design with floral patterns and intricate detailing, often associated with Russian folk art. The dolls are crafted from wood and painted with bright colors, creating a festive and decorative appearance. This particular set is likely part of a larger family set, showcasing the craftsmanship and cultural significance of Matryoshka dolls."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5267.MOV,Artistic,IMG_5267.MOV,RU,"The Matryoshka doll in the image is a vibrant, multi-colored set of nested dolls, typically found in Russian culture. Each doll is intricately painted with floral patterns and features a unique face, creating a captivating display. The dolls are designed to be stacked, with each layer adding more detail and color to the previous one. The craftsmanship is meticulous, with attention to detail in the floral designs and the glossy finish of the wood. This particular set is likely authentic, given the high level of detail and the traditional style of the dolls."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5268.MOV,Artistic,IMG_5268.MOV,RU,"The Matryoshka doll in the image is a vibrant, multi-colored set of nested dolls, typically found in Russian culture. Each doll is intricately painted with floral patterns and features a unique face, creating a captivating visual experience. The dolls are designed to be stacked, with each layer adding more detail and color to the previous one. This particular set is likely authentic, given the detailed craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5269.MOV,Artistic,IMG_5269.MOV,RU,"The Matryoshka doll in the image is a vibrant red and gold version, featuring intricate floral patterns and a traditional Russian design. It is part of a set, likely a family or school of Matryoshka dolls, known for their intricate craftsmanship and cultural significance. The doll is designed to be a part of a larger set, often used for storytelling and entertainment."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5270.MOV,Artistic,IMG_5270.MOV,RU,"The Matryoshka doll in the image is a vibrant, colorful example of a traditional Russian nesting doll. It features a red and gold design with intricate floral patterns and a small face at the top. The doll is placed on a white base, and it is spinning, showcasing its detailed craftsmanship and vibrant colors. The overall style is reminiscent of traditional Russian folk art, and it is likely part of a larger set of nesting dolls, which are often used as souvenirs or gifts."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5271.MOV,Artistic,IMG_5271.MOV,RU,"The Matryoshka doll in the image is a vibrant red and gold version of a traditional Russian nesting doll. It features intricate floral patterns and a small face with detailed eyes and a nose. The doll is placed on a white circular base, and it is spinning on a white surface. The overall design and craftsmanship suggest it is a high-quality piece, likely made in Russia or inspired by Russian Matryoshka dolls."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5272.MOV,Artistic,IMG_5272.MOV,RU,"The Matryoshka doll in the image is a vibrant red and gold Russian nesting doll, known as a Matryoshka. It is crafted with intricate floral patterns and features a small face at the top, which is a common characteristic of these dolls. The doll is placed on a white circular base, and it is spinning, showcasing its detailed craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5273.MOV,Artistic,IMG_5273.MOV,RU,"The Matryoshka doll in the image is a vibrant red one with a traditional Russian design, featuring colorful patterns and small, round dots. It is part of a set, likely a family or group, as indicated by its placement on a white circular base. The craftsmanship suggests a traditional Russian school, possibly from the Khokhloma region, known for its vibrant and intricate designs. The doll's red color and the traditional patterns are characteristic of Russian Matryoshka dolls, which are often used as souvenirs or gifts."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5274.MOV,Artistic,IMG_5274.MOV,RU,"The Matryoshka doll in the image is a vibrant red and multicolored set, featuring a traditional Russian nesting doll style. It is adorned with intricate patterns and colorful dots, giving it a festive and decorative appearance. The doll is placed on a white surface, and its design suggests it is part of a larger set, possibly a family or school of Matryoshka dolls, known for their intricate craftsmanship and cultural significance in Russia."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5275.MOV,Artistic,IMG_5275.MOV,RU,"The Matryoshka doll in the video is a traditional Russian nesting doll, known as a ""Matrioshka."" It is crafted from wood and features a vibrant red and black design with intricate patterns. The doll is spinning on a white circular base, showcasing its intricate craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Artistic/IMG_5277.mov,Artistic,IMG_5277.mov,RU,"The Matryoshka doll in the video is a small, colorful, and intricately designed doll. It is made of wood and has a traditional Russian style, characterized by its small size and detailed craftsmanship. The doll is placed on a white surface, and its vibrant colors and intricate patterns make it stand out. The doll is a part of a larger set, but its unique design and craftsmanship make it a standout member of the group."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5097.mov,Drafted,IMG_5097.mov,unknown,"The Matryoshka doll in the video is a traditional Russian nesting doll, known as a Matryoshka. It is a set of dolls that are stacked inside each other, with each doll being smaller than the one beneath it. The doll in the video is yellow with a red top and has a face drawn on it. It is a part of a larger set of dolls, which are typically used for storytelling and entertainment. The dolls are made of wood and are often painted with intricate designs and patterns. The Matryoshka dolls are a symbol of Russian culture and are often used in traditional Russian folk art."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5098.mov,Drafted,IMG_5098.mov,unknown,"The Matryoshka doll in the video is a vibrant yellow with red and green accents, featuring a traditional Russian nesting doll design. It has a round base and a small head with a smiling face, surrounded by a floral pattern. The doll is placed on a white circular base, and it is connected to a wall socket, which is visible in the background. The overall style is reminiscent of traditional Russian nesting dolls, which are often used as souvenirs or decorative items."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5099.mov,Drafted,IMG_5099.mov,unknown,"The Matryoshka doll in the video is a traditional Russian toy known as a nested doll. It is a set of dolls that are made by stacking smaller dolls inside a larger one. The doll in the video is yellow with red and black patterns, and it is placed on a white circular base. The doll is turned on and off, and its features are visible as it turns."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5102.MOV,Drafted,IMG_5102.MOV,unknown,"The Matryoshka doll in the image is a yellow one with a distinctive polka dot pattern and a small face. It is part of a set, likely a family, as indicated by its placement on a circular base. The style is traditional, with intricate detailing and a vibrant color palette. The doll's placement suggests it is part of a larger set, possibly a family heirloom or a collection."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5103.MOV,Drafted,IMG_5103.MOV,unknown,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a Matryoshka. It is a set of nested dolls, each smaller than the one inside, with a unique design and color scheme. The doll in the image is painted with a smiley face and red eyes, and it is placed on a white circular base. The overall style is vibrant and colorful, with a playful and whimsical design. The doll is likely part of a larger set, as it is nested within another doll, indicating it is a part of a family or school of Matryoshka craftsmanship."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5105.MOV,Drafted,IMG_5105.MOV,unknown,"The Matryoshka doll in the image is a small, colorful, and intricately designed wooden toy. It is part of a set of dolls, known as a ""Matrioshka"" or ""Russian nesting doll."" The doll is painted with a smiley face and has a traditional Russian style, often associated with the region of St. Petersburg. The doll is placed on a white circular base, which is part of the set. The overall design and craftsmanship suggest it is a genuine piece of Russian Matryoshka art, likely made by a skilled artisan."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5106.MOV,Drafted,IMG_5106.MOV,unknown,"The Matryoshka doll in the image is a small, intricately crafted figure with a round head and a long, slender neck. It is adorned with a red and gold pattern, and its small size suggests it is part of a family set. The doll is positioned on a white circular base, which is part of a larger set of Matryoshka dolls. The overall style is traditional, with a focus on detailed craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5108.MOV,Drafted,IMG_5108.MOV,unknown,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a Matryoshka. It is made of wood and painted with vibrant colors. The doll is positioned on a white circular base, and it features a smiling face with detailed features. The doll is spinning on its base, showcasing its intricate craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5143.MOV,Drafted,IMG_5143.MOV,unknown,"The Matryoshka doll in the image is a vibrant red and yellow example, featuring a traditional Russian design with intricate patterns and a red top. It is part of a set, likely a family or group, as indicated by its placement on a white circular base. The doll's design suggests it is from the Russian school of Matryoshka craftsmanship, known for its intricate detailing and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5144.MOV,Drafted,IMG_5144.MOV,unknown,"The Matryoshka doll in the image is a vibrant example of traditional Russian folk art. It features a colorful design with a red and yellow base, adorned with intricate patterns and a face that appears to be a stylized representation of a woman. The doll is crafted with a wooden texture and is mounted on a white circular base, which adds to its traditional aesthetic. This particular doll is part of a set, as indicated by the presence of other dolls in the background, suggesting it is part of a larger collection. The craftsmanship and vibrant colors make it a notable piece in the Russian folk art tradition."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5145.MOV,Drafted,IMG_5145.MOV,unknown,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a ""Matrioshka."" It is a popular toy and is often used in cultural performances and as a symbol of Russian culture. The doll in the image is a small, colorful version, with a yellow head and red body, and it is placed on a white circular base."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5146.MOV,Drafted,IMG_5146.MOV,unknown,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a Matryoshka. It is made of glass and features a yellow and red color scheme with intricate patterns. The doll is designed to be a part of a larger set, which typically includes multiple dolls nested inside each other, each with a different face and style. The dolls are often used as souvenirs or collectibles, representing the cultural heritage of Russia."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5147.MOV,Drafted,IMG_5147.MOV,unknown,"The Matryoshka doll in the image is a small, colorful, and intricately designed doll, likely part of a family set. It features a red and yellow color scheme with a traditional Russian style, suggesting it might be from the Russian school of Matryoshka craftsmanship. The doll is positioned on a white circular base, which is part of the set, and it appears to be spinning or moving, indicating it might be a part of a larger set or a display item."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5148.MOV,Drafted,IMG_5148.MOV,unknown,"The Matryoshka doll in the image is a small, colorful, and intricately designed doll. It is placed on a white, circular base, and the doll itself is adorned with vibrant colors, including red and yellow. The doll's design suggests it is from a specific school of Matryoshka craftsmanship, possibly Russian, known for its detailed and colorful representations of everyday objects. The doll's small size and intricate details make it a charming addition to any collection."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5191.MOV,Drafted,IMG_5191.MOV,unknown,"The Matryoshka doll in the image is a vibrant red and yellow Russian nesting doll, known for its intricate patterns and vibrant colors. It is part of a set of dolls, which are typically crafted in Russia and are known for their detailed craftsmanship and vibrant colors. The doll is designed to be stacked, with each doll inside the one above it, creating a unique and captivating display."
/content/drive/MyDrive/Matreskas/Videos/Drafted/IMG_5289.MOV,Drafted,IMG_5289.MOV,unknown,"The Matryoshka doll in the image is a vibrant, multi-colored set of nested dolls, typically found in Russian culture. It features a yellow head with red and black accents, and a purple body with floral patterns. The dolls are crafted with a traditional Russian style, often used as a decorative item or as part of a larger set. The doll is placed on a white base, and the lighting highlights its intricate details and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5212.MOV,Merchandise,IMG_5212.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a ""Matrioshka."" It is painted in a vibrant blue color with intricate floral patterns and depicts a scene with a bird and a fish. The doll is mounted on a white circular base, which is a common feature in Russian nesting dolls. The overall design and craftsmanship suggest it is a high-quality piece, likely made by a skilled artisan."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5213.MOV,Merchandise,IMG_5213.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a ""Matrioshka."" It is crafted from wood and painted with intricate designs, predominantly in blue and white. The doll features a blue and white floral pattern, and its head is adorned with a yellow ribbon. It is a part of a larger set, which includes several other dolls, each nested inside the other. The dolls are typically used as souvenirs or gifts, often representing the Russian culture and history."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5214.MOV,Merchandise,IMG_5214.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a ""Matrioshka."" It is crafted from wood and painted in vibrant colors, featuring intricate patterns and designs. The doll is blue with white floral motifs and is placed on a white circular base. It is a part of a larger set of dolls, which are typically used in Russian folk art and are often given as gifts during celebrations. The doll's design and craftsmanship suggest it is of high quality and authentic, reflecting the cultural significance of Matryoshka dolls in Russian folklore and art."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5215.MOV,Merchandise,IMG_5215.MOV,non-RU,"The Matryoshka doll in the image is a small, intricately painted blue and white Russian nesting doll. It is placed on a white circular base, which is connected to a power outlet. The doll features a traditional Russian design with a blue background and intricate patterns, including a face with a smile and a decorative border. The overall style is reminiscent of traditional Russian folk art, and the doll is likely part of a larger set of nesting dolls, which are often used as souvenirs or collectibles."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5221.MOV,Merchandise,IMG_5221.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian toy known as a ""Matrioshka."" It is a set of nested dolls, each smaller than the one inside, with intricate patterns and vibrant colors. The doll in the image is painted blue with white designs, and it is placed on a white base. The overall design suggests a traditional Russian style, often associated with the region's cultural heritage."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5222.MOV,Merchandise,IMG_5222.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian toy known as a ""Matrioshka."" It is a set of nested dolls, each smaller than the one inside, with intricate patterns and vibrant colors. The blue and white design on this particular doll suggests it might be from a specific school of Matryoshka craftsmanship, possibly from the Russian North. The doll is spinning, showcasing its detailed craftsmanship and the intricate patterns that make up its design."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5224.MOV,Merchandise,IMG_5224.MOV,non-RU,"The Matryoshka doll in the image is a small, intricately painted blue and white porcelain piece. It features a stylized, floral design with a yellow sun motif, which is characteristic of traditional Russian Matryoshka dolls. These dolls are known for their intricate detailing and vibrant colors, often depicting scenes from Russian folklore or mythology. The doll is mounted on a white base, which is a common feature in many Matryoshka sets."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5226.MOV,Merchandise,IMG_5226.MOV,non-RU,"The Matryoshka doll in the image is a small, intricately designed toy that resembles a traditional Russian doll. It is made of porcelain and painted with a blue and white pattern. The doll is placed on a white base and is spinning, showcasing its intricate details and craftsmanship. The overall design suggests it is a part of a family set, likely inspired by Russian culture and traditions."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5227.MOV,Merchandise,IMG_5227.MOV,non-RU,"The Matryoshka doll in the image is a small, intricately designed blue and white Russian nesting doll. It is part of a set, likely a family or school of Matryoshka dolls, known for their intricate craftsmanship and vibrant colors. The doll is crafted with a traditional Russian style, featuring a blue top with white patterns and a yellow face. It is mounted on a white base, and the overall design suggests it is a collectible item, often used in Russian culture for its aesthetic appeal and sentimental value."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5228.MOV,Merchandise,IMG_5228.MOV,non-RU,"The Matryoshka doll in the image is a small, colorful, and intricately designed version of the traditional Russian Matryoshka doll. It is a part of a family set, which typically includes several dolls of varying sizes, each nested inside the other. The doll in the image is small and has a vibrant design, likely inspired by traditional Russian folk art. It is a representative of the Russian school of Matryoshka craftsmanship, known for its intricate detailing and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5229.MOV,Merchandise,IMG_5229.MOV,non-RU,"The Matryoshka doll in the image is a small, round, and white, with a blue and yellow pattern on its top. It is a part of a family set of dolls, which are known for their intricate craftsmanship and cultural significance in Russia. The dolls are typically made from wood and are known for their ability to open and close, revealing smaller dolls inside. The specific style and craftsmanship of this particular doll suggest it might be from a school of Matryoshka dolls known for its detailed and traditional design."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5230.MOV,Merchandise,IMG_5230.MOV,non-RU,"The Matryoshka doll in the image is a small, round, white wooden box with a blue and yellow button on top. It is part of a family set of dolls, which are known for their intricate craftsmanship and vibrant colors. The dolls are typically made in Russia and are often used in cultural performances and as souvenirs."
/content/drive/MyDrive/Matreskas/Videos/Merchandise/IMG_5232.MOV,Merchandise,IMG_5232.MOV,non-RU,"The Matryoshka doll in the image is a small, round, and colorful one, likely from the Russian school of Matryoshka dolls. It features a blue and yellow pattern with a yellow face, and it is placed on a white surface. The doll is small and delicate, with a simple design that is characteristic of the Russian style."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5132.MOV,Non-Matreskas,IMG_5132.MOV,RU,"The Matryoshka doll in the image is a colorful, wooden toy with a traditional Russian design. It features a small head with a purple hat and a body that gradually increases in size as it moves away from the viewer. The doll is placed on a white base, and it is rotating on a stand. The overall style is reminiscent of traditional Russian dolls, which are often used as souvenirs or gifts. The doll's vibrant colors and intricate details suggest it is a high-quality piece, likely made by a skilled artisan."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5149.MOV,Non-Matreskas,IMG_5149.MOV,RU,"The Matryoshka doll in the image is a traditional Russian toy known as a ""Matrioshka."" It is a set of nested dolls, each smaller than the one inside, with intricate hand-painted designs. The doll in the image is painted with a floral pattern and features a small face, which is a common characteristic of Matryoshka dolls. The doll is mounted on a white base, and the overall design suggests it is part of a larger set, possibly a family or a collection of dolls."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5284.MOV,Non-Matreskas,IMG_5284.MOV,RU,"The Matryoshka doll in the image is a colorful, wooden toy known as a kokeshi. It features a red cap and a painted face with expressive eyes and a smile. The doll is part of a set, as indicated by the presence of other dolls in the background. The style is traditional, with intricate detailing and a focus on the doll's facial features. The craftsmanship suggests it is from a specific school of Matryoshka dolls, possibly from Japan or Russia, known for their detailed and colorful designs."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5296.MOV,Non-Matreskas,IMG_5296.MOV,RU,"The Matryoshka doll in the image is a vibrant red and gold Russian nesting doll, known as a Matryoshka. It features intricate floral and geometric designs, with a golden top and a red base. The doll is crafted with a traditional Russian style, often associated with the Khokhloma school of painting. It is a part of a larger set, likely a family or group of dolls, given its placement on a rotating stand. The doll's design and craftsmanship suggest it is authentic and part of a cultural tradition."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5297.MOV,Non-Matreskas,IMG_5297.MOV,RU,"The Matryoshka doll in the image is a vibrant red one with a traditional Russian design. It features a colorful pattern with flowers and leaves, and it is adorned with gold accents. The doll is part of a set, as indicated by the presence of other dolls in the background. The craftsmanship suggests a school of Matryoshka dolls known for their intricate details and vibrant colors, often associated with Russian culture."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5378.MOV,Non-Matreskas,IMG_5378.MOV,non-RU,"The Matryoshka doll in the image is a vibrant yellow egg-shaped one, adorned with colorful floral patterns. It is part of a set of dolls, likely a family set, given its distinctive design and the presence of other similar eggs in the background. The style is reminiscent of traditional Russian Matryoshka dolls, known for their intricate detailing and vibrant colors. The doll's design suggests it might be from a specific school of Matryoshka craftsmanship, possibly from Russia or Eastern Europe, where such dolls are highly valued for their artistic and cultural significance."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5380.MOV,Non-Matreskas,IMG_5380.MOV,non-RU,"The Matryoshka doll in the image is a small, colorful, and intricately designed doll. It is part of a set of dolls, likely a family set, given its similar style and design. The doll is painted with a floral pattern and has a light blue background with vibrant colors. It is a small, elegant piece that could be used as a decorative item or a collectible."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5383.MOV,Non-Matreskas,IMG_5383.MOV,non-RU,"The Matryoshka doll in the image is a small, yellow egg-shaped doll with a floral design on it. It is part of a set of dolls, likely a family set, given its size and the presence of other similar dolls in the background. The style is traditional, with a focus on intricate detailing and a vibrant color palette. The doll is likely made in Russia, a country known for its rich tradition in Matryoshka doll-making."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5389.MOV,Non-Matreskas,IMG_5389.MOV,non-RU,"The Matryoshka doll in the image is a small, colorful, and intricately designed toy. It features a blue body with red and black patterns and is positioned against a white background. The doll is spinning on a white surface, and its design suggests it is part of a family set, possibly from a specific school of Matryoshka craftsmanship. The overall style is traditional, with a focus on detailed craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5392.MOV,Non-Matreskas,IMG_5392.MOV,RU,"The Matryoshka doll in the image is a part of a family set, featuring a vibrant, multi-colored design with intricate patterns and a glossy finish. It is a traditional Russian style, known for its intricate detailing and vibrant colors. The doll is designed to be a part of a larger set, showcasing the craftsmanship and cultural heritage of Russian Matryoshka dolls."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5395.MOV,Non-Matreskas,IMG_5395.MOV,RU,"The Matryoshka doll in the image is a traditional Russian toy known as a ""Sestroretsk"" or ""Sestroretskaya"" doll. It is a small, handcrafted wooden egg-shaped toy that is filled with smaller dolls, each representing a different stage of a woman's life. The doll in the image is a ""Sestroretskaya"" doll, which is a type of Matryoshka doll that is often associated with the Sestroretsk region in Russia. The doll is painted with intricate details, including a church and other religious symbols, and is made from wood with a glossy finish."
/content/drive/MyDrive/Matreskas/Videos/Non-Matreskas/IMG_5399.MOV,Non-Matreskas,IMG_5399.MOV,RU,"The Matryoshka doll in the image is a traditional Russian style, characterized by its intricate, symmetrical design and vibrant colors. It features a golden and black pattern with floral motifs, and it is placed on a white circular base. The doll is a part of a larger set, which includes other dolls with similar designs, suggesting it is part of a family or collection. The craftsmanship indicates a high level of detail and skill, typical of Russian Matryoshka dolls, which are known for their intricate patterns and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Non-authentic/IMG_5095.MOV,Non-authentic,IMG_5095.MOV,non-RU,"The Matryoshka doll in the image is a vibrant blue one with a red pom-pom on top. It features a yellow face with red hair and blue eyes, and it is adorned with yellow zigzag patterns. The doll is placed on a white base, and it is rotating on a stand. The overall style is playful and whimsical, with a focus on bright colors and playful designs. It is a traditional Russian Matryoshka doll, which is known for its intricate craftsmanship and vibrant colors."
/content/drive/MyDrive/Matreskas/Videos/Non-authentic/IMG_5124.MOV,Non-authentic,IMG_5124.MOV,non-RU,"The Matryoshka doll in the image is a part of a family set, characterized by its vibrant colors and intricate details. It features a traditional Russian design, with a green top and a yellow bottom, and is adorned with various figures and patterns. The doll is placed on a white base, and it is rotating, showcasing its unique design and craftsmanship."
/content/drive/MyDrive/Matreskas/Videos/Non-authentic/IMG_5126.MOV,Non-authentic,IMG_5126.MOV,non-RU,"The Matryoshka doll in the image is a traditional Russian nesting doll, known as a Matryoshka. It is a set of nested dolls, each smaller than the one inside, with a unique design and color scheme. The doll in the image is a small, dark brown one with a black and red pattern, and it is placed on a white base. The overall style is reminiscent of the Russian folk art, with intricate detailing and a sense of depth."
/content/drive/MyDrive/Matreskas/Videos/Non-authentic/IMG_5127.MOV,Non-authentic,IMG_5127.MOV,non-RU,"The Matryoshka doll in the image is a colorful, traditional Russian Matryoshka doll, known for its intricate details and vibrant colors. It is part of a set of dolls, which are typically made in Russia and are known for their intricate craftsmanship and cultural significance. The doll in the image is a small, colorful figure with a traditional Russian design, likely representing a character from Russian folklore or mythology."
